data;fatturato;settore
29/10/18;6078.3;Running
29/10/18;2578.91;Snowboard
29/10/18;2906.39;Trekking
30/10/18;9614.27;Calcio
30/10/18;3877.91;Casual
30/10/18;716.36;Fitness
30/10/18;29558.34;Pesca
30/10/18;2046.75;Running
30/10/18;1091.6;Snowboard
30/10/18;434.73;Trekking
31/10/18;817.06;Bambino
31/10/18;3585.91;Calcio
31/10/18;9112.68;Casual
31/10/18;563.81;Nuoto
31/10/18;13818.02;Pesca
31/10/18;3656.86;Running
31/10/18;1023.38;Snowboard
31/10/18;1432.73;Trekking
01/11/18;13986.4;Calcio
01/11/18;6901.64;Casual
01/11/18;1090.24;Fitness
01/11/18;10587.16;Pesca
01/11/18;1724.73;Sci
01/11/18;3023.73;Snowboard
01/11/18;2483.39;Tennis
01/11/18;3274.8;Trekking
02/11/18;403.89;Bambino
02/11/18;22887.03;Calcio
02/11/18;2672.24;Casual
02/11/18;270.72;Ciclismo
02/11/18;1527.69;Fitness
02/11/18;403.89;Nuoto
02/11/18;25846.63;Pesca
02/11/18;14003.32;Snowboard
03/11/18;10127.32;Calcio
03/11/18;8309.81;Casual
03/11/18;4644.21;Fitness
03/11/18;19939.17;Pesca
03/11/18;10888.71;Sci
03/11/18;7101.4;Snowboard
03/11/18;2766.39;Trekking
04/11/18;9903.81;Calcio
04/11/18;6928.11;Casual
04/11/18;2587.91;Fitness
04/11/18;5917.29;Pesca
04/11/18;2864.09;Trekking
05/11/18;11903.9;Calcio
05/11/18;2548.61;Casual
05/11/18;987.9;Fitness
05/11/18;30449.09;Pesca
05/11/18;20885.04;Snowboard
05/11/18;1225.59;Trekking
06/11/18;488.76;Bambino
06/11/18;1883.01;Basket
06/11/18;6726.99;Calcio
06/11/18;2210.49;Casual
06/11/18;736.83;Fitness
06/11/18;8096.94;Pesca
06/11/18;1908.39;Running
07/11/18;712.27;Basket
07/11/18;17358.08;Calcio
07/11/18;1964.06;Casual
07/11/18;1526.33;Fitness
07/11/18;15348.44;Pesca
07/11/18;0;Running
07/11/18;341.13;Snowboard
07/11/18;2865.45;Trekking
08/11/18;2140.08;Bambino
08/11/18;8296.71;Calcio
08/11/18;11438.88;Casual
08/11/18;3960.32;Fitness
08/11/18;215.59;Nuoto
08/11/18;34087.39;Pesca
08/11/18;354.77;Running
08/11/18;1088.87;Tennis
08/11/18;2385.96;Trekking
09/11/18;7747.63;Calcio
09/11/18;5822.32;Casual
09/11/18;412.62;Fitness
09/11/18;11808.11;Pesca
09/11/18;1228.05;Running
09/11/18;638.31;Snowboard
09/11/18;979.98;Tennis
10/11/18;18824.1;Calcio
10/11/18;7136.34;Casual
10/11/18;4198.57;Fitness
10/11/18;3274.8;Pesca
11/11/18;6367.3;Calcio
11/11/18;2780.58;Casual
11/11/18;4279.07;Fitness
11/11/18;12225.92;Pesca
11/11/18;1163.92;Running
11/11/18;680.89;Sci
11/11/18;1001.54;Tennis
12/11/18;543.07;Bambino
12/11/18;27210.31;Calcio
12/11/18;1963.24;Casual
12/11/18;22545.63;Pesca
12/11/18;7368.3;Snowboard
12/11/18;4442.81;Tennis
12/11/18;859.64;Trekking
13/11/18;25262.35;Calcio
13/11/18;9740.35;Casual
13/11/18;2766.11;Fitness
13/11/18;18879.22;Pesca
13/11/18;380.15;Sci
13/11/18;3776.66;Snowboard
13/11/18;1241.7;Tennis
14/11/18;609.11;Bambino
14/11/18;8987.14;Calcio
14/11/18;9094.39;Casual
14/11/18;2902.02;Fitness
14/11/18;12328.8;Pesca
14/11/18;2456.1;Running
14/11/18;679.52;Sci
14/11/18;3168.37;Snowboard
14/11/18;4563.71;Trekking
15/11/18;6211.2;Calcio
15/11/18;4375.68;Casual
15/11/18;9799.02;Pesca
15/11/18;3547.7;Snowboard
16/11/18;17648.44;Calcio
16/11/18;4378.68;Casual
16/11/18;1279.63;Fitness
16/11/18;10453.98;Pesca
16/11/18;1308.28;Tennis
16/11/18;953.24;Trekking
17/11/18;159.65;Arti marziali
17/11/18;1307.74;Bambino
17/11/18;11184.53;Calcio
17/11/18;5589.81;Casual
17/11/18;4169.91;Fitness
17/11/18;20250;Pesca
17/11/18;3056.48;Running
17/11/18;3656.86;Snowboard
18/11/18;7586.62;Calcio
18/11/18;9199.73;Casual
18/11/18;3145.17;Fitness
18/11/18;293.37;Nuoto
18/11/18;16545.38;Pesca
18/11/18;1705.63;Running
18/11/18;5427.44;Sci
18/11/18;1226.69;Snowboard
18/11/18;3079.95;Trekking
19/11/18;3811.59;Bambino
19/11/18;1743.83;Basket
19/11/18;15918.26;Calcio
19/11/18;9083.48;Casual
19/11/18;1716.81;Fitness
19/11/18;871.1;Nuoto
19/11/18;19070.8;Pesca
19/11/18;611.57;Running
19/11/18;4966.78;Snowboard
19/11/18;859.64;Trekking
20/11/18;14574.77;Calcio
20/11/18;5415.97;Casual
20/11/18;5116.88;Fitness
20/11/18;144.91;Nuoto
20/11/18;24952.07;Pesca
20/11/18;1910.3;Running
20/11/18;3602.28;Sci
20/11/18;5528.68;Snowboard
20/11/18;1635.49;Trekking
21/11/18;5583.53;Bambino
21/11/18;8406.41;Calcio
21/11/18;8732.8;Casual
21/11/18;763.3;Fitness
21/11/18;6361.57;Pesca
21/11/18;14434.77;Sci
21/11/18;7136.06;Snowboard
21/11/18;1241.7;Tennis
21/11/18;734.37;Trekking
22/11/18;1700.17;Bambino
22/11/18;15056.98;Calcio
22/11/18;12568.68;Casual
22/11/18;2636.21;Fitness
22/11/18;1419.08;Mare
22/11/18;19190.6;Pesca
22/11/18;2858.35;Running
22/11/18;614.03;Snowboard
23/11/18;1550.07;Basket
23/11/18;33440.62;Calcio
23/11/18;56084.22;Casual
23/11/18;8874.71;Fitness
23/11/18;49143.56;Pesca
23/11/18;4612.01;Running
23/11/18;7708.88;Sci
23/11/18;8457.17;Snowboard
23/11/18;1716.54;Tennis
23/11/18;2434.81;Trekking
24/11/18;7944.12;Calcio
24/11/18;31831.06;Casual
24/11/18;3404.7;Fitness
24/11/18;675.43;Nuoto
24/11/18;44840.2;Pesca
24/11/18;1842.08;Running
24/11/18;17443.77;Sci
24/11/18;5605.91;Snowboard
24/11/18;4894.46;Trekking
25/11/18;2701.71;Basket
25/11/18;22600.21;Calcio
25/11/18;67386.11;Casual
25/11/18;9163.16;Fitness
25/11/18;227.33;Nuoto
25/11/18;48527.35;Pesca
25/11/18;6325.82;Running
25/11/18;8617.91;Sci
25/11/18;1522.78;Skateboard
25/11/18;2715.36;Snowboard
25/11/18;2674.42;Tennis
25/11/18;1910.3;Trekking
25/11/18;368.42;Volley
26/11/18;543.07;Bambino
26/11/18;16894.42;Calcio
26/11/18;11031.71;Casual
26/11/18;8693.23;Fitness
26/11/18;1305.01;Nuoto
26/11/18;242.88;Pattini
26/11/18;15569.76;Pesca
26/11/18;4339.11;Running
26/11/18;15225.09;Sci
26/11/18;3496.67;Snowboard
26/11/18;1526.33;Tennis
26/11/18;2179.93;Trekking
27/11/18;12388.84;Calcio
27/11/18;9548.23;Casual
27/11/18;2901.47;Fitness
27/11/18;19492.16;Pesca
27/11/18;961.97;Running
27/11/18;8327.82;Sci
28/11/18;3631.21;Calcio
28/11/18;7211.38;Casual
28/11/18;572;Fitness
28/11/18;242.88;Pattini
28/11/18;31366.85;Pesca
28/11/18;1760.21;Sci
28/11/18;611.57;Skateboard
28/11/18;953.79;Trekking
29/11/18;648.41;Bambino
29/11/18;15227.82;Calcio
29/11/18;6085.67;Casual
29/11/18;6737.36;Fitness
29/11/18;979.98;Mare
29/11/18;2059.3;Nuoto
29/11/18;7484.56;Pesca
29/11/18;9234.94;Running
29/11/18;4189.02;Snowboard
30/11/18;1634.67;Bambino
30/11/18;16947.64;Calcio
30/11/18;11390.85;Casual
30/11/18;1177.29;Fitness
30/11/18;30682.97;Pesca
30/11/18;815.97;Running
30/11/18;2177.74;Sci
30/11/18;3259.79;Snowboard
01/12/18;12389.39;Calcio
01/12/18;680.89;Casual
01/12/18;2352.67;Fitness
01/12/18;10481.27;Pesca
01/12/18;2563.08;Running
01/12/18;3301.82;Snowboard
01/12/18;2876.64;Tennis
01/12/18;2177.74;Trekking
02/12/18;544.44;Bambino
02/12/18;1500.95;Basket
02/12/18;23003.29;Calcio
02/12/18;6271.79;Casual
02/12/18;3094.41;Fitness
02/12/18;565.45;Mare
02/12/18;12360.73;Pesca
02/12/18;2510.68;Running
02/12/18;3028.64;Sci
02/12/18;6822.5;Snowboard
02/12/18;477.58;Tennis
02/12/18;1146.18;Trekking
03/12/18;35990.87;Calcio
03/12/18;12539.76;Casual
03/12/18;379.88;Ciclismo
03/12/18;1866.64;Fitness
03/12/18;11533.3;Pesca
03/12/18;818.7;Running
03/12/18;6877.08;Sci
03/12/18;7502.84;Snowboard
04/12/18;652.78;Bambino
04/12/18;1473.66;Basket
04/12/18;43463.15;Calcio
04/12/18;5395.23;Casual
04/12/18;1144.27;Fitness
04/12/18;27220.96;Pesca
04/12/18;4639.3;Running
04/12/18;871.1;Sci
04/12/18;11461.8;Snowboard
04/12/18;2288.54;Trekking
05/12/18;897.84;Bambino
05/12/18;27957.24;Calcio
05/12/18;679.52;Casual
05/12/18;3748.83;Fitness
05/12/18;17685.56;Pesca
05/12/18;14982.21;Sci
05/12/18;2494.03;Snowboard
05/12/18;1694.71;Volley
06/12/18;42831.93;Calcio
06/12/18;15910.62;Casual
06/12/18;3158.54;Fitness
06/12/18;29352.03;Pesca
06/12/18;2659.41;Running
06/12/18;543.07;Snowboard
06/12/18;2183.2;Trekking
07/12/18;2194.12;Bambino
07/12/18;27839.35;Calcio
07/12/18;10542.13;Casual
07/12/18;3085.41;Fitness
07/12/18;37296.42;Pesca
07/12/18;1228.05;Sci
07/12/18;10125.95;Snowboard
07/12/18;1001.54;Tennis
07/12/18;2178.83;Trekking
08/12/18;753.2;Bambino
08/12/18;29541.43;Calcio
08/12/18;1883.01;Casual
08/12/18;27691.98;Pesca
08/12/18;4528.78;Running
08/12/18;6827.69;Sci
08/12/18;2183.2;Snowboard
09/12/18;28343.67;Calcio
09/12/18;1743.83;Casual
09/12/18;809.42;Fitness
09/12/18;18761.06;Pesca
09/12/18;1978.53;Sci
09/12/18;2865.45;Trekking
10/12/18;2271.89;Bambino
10/12/18;27949.33;Calcio
10/12/18;8373.94;Casual
10/12/18;2461.83;Fitness
10/12/18;14471.89;Pesca
10/12/18;1714.36;Running
10/12/18;26128.54;Sci
10/12/18;7815.86;Snowboard
10/12/18;3627.66;Tennis
10/12/18;3247.51;Trekking
11/12/18;2709.9;Bambino
11/12/18;57025.46;Calcio
11/12/18;7335.55;Casual
11/12/18;4941.13;Fitness
11/12/18;242.88;Pattini
11/12/18;29246.97;Pesca
11/12/18;2109.52;Running
11/12/18;21169.4;Sci
11/12/18;25778.13;Snowboard
11/12/18;2456.1;Trekking
12/12/18;2149.91;Bambino
12/12/18;53398.89;Calcio
12/12/18;8525.4;Casual
12/12/18;5634.29;Fitness
12/12/18;18921.79;Pesca
12/12/18;2947.32;Running
12/12/18;21198.87;Sci
12/12/18;15564.03;Snowboard
12/12/18;1363.14;Trekking
13/12/18;1634.13;Bambino
13/12/18;43058.71;Calcio
13/12/18;12355.27;Casual
13/12/18;7410.6;Fitness
13/12/18;18068.71;Pesca
13/12/18;818.7;Running
13/12/18;11583.24;Sci
13/12/18;98.24;Skateboard
13/12/18;14366.27;Snowboard
13/12/18;2456.1;Trekking
14/12/18;543.07;Bambino
14/12/18;47821.63;Calcio
14/12/18;2187.02;Casual
14/12/18;6966.32;Fitness
14/12/18;751.57;Mare
14/12/18;21774.42;Pesca
14/12/18;2945.14;Running
14/12/18;51955.52;Sci
14/12/18;7908.64;Snowboard
15/12/18;42108.47;Calcio
15/12/18;36978.22;Casual
15/12/18;4427.26;Fitness
15/12/18;20249.73;Pesca
15/12/18;571.18;Running
15/12/18;30892.28;Sci
15/12/18;17286.58;Snowboard
15/12/18;5430.71;Tennis
15/12/18;2046.75;Trekking
16/12/18;53890.38;Calcio
16/12/18;6158.81;Casual
16/12/18;5772.11;Fitness
16/12/18;1553.07;Nuoto
16/12/18;18630.61;Pesca
16/12/18;2726.27;Running
16/12/18;1502.31;Sci
16/12/18;20301.03;Snowboard
16/12/18;1526.33;Tennis
16/12/18;4646.12;Trekking
17/12/18;609.11;Bambino
17/12/18;1844.8;Baseball
17/12/18;62083.11;Calcio
17/12/18;9571.97;Casual
17/12/18;13611.43;Fitness
17/12/18;22520.25;Pesca
17/12/18;1962.7;Running
17/12/18;26261.44;Sci
17/12/18;21463.58;Snowboard
18/12/18;1048.48;Bambino
18/12/18;36668.75;Calcio
18/12/18;20415.92;Casual
18/12/18;2513.95;Fitness
18/12/18;27925.04;Pesca
18/12/18;2904.47;Running
18/12/18;12471.53;Sci
18/12/18;19375.9;Snowboard
18/12/18;1962.42;Trekking
19/12/18;1585.55;Basket
19/12/18;18431.67;Calcio
19/12/18;5777.57;Casual
19/12/18;1801.96;Fitness
19/12/18;19252;Pesca
19/12/18;6078.03;Sci
19/12/18;6413.15;Snowboard
19/12/18;3297.72;Trekking
20/12/18;712.27;Basket
20/12/18;2319.65;Calcio
20/12/18;1773.85;Casual
20/12/18;2209.13;Fitness
20/12/18;18400.28;Pesca
20/12/18;2715.36;Snowboard
21/12/18;13007.78;Calcio
21/12/18;463.93;Nuoto
21/12/18;9302.34;Pesca
21/12/18;879.28;Sci
21/12/18;9524.21;Snowboard
22/12/18;325.84;Bambino
22/12/18;6508.67;Casual
22/12/18;614.03;Fitness
22/12/18;45148.85;Pesca
22/12/18;6672.41;Sci
22/12/18;712.27;Skateboard
22/12/18;2592.55;Snowboard
22/12/18;1226.69;Trekking
23/12/18;3273.71;Calcio
23/12/18;10821.03;Pesca
23/12/18;2729;Running
23/12/18;10438.43;Snowboard
24/12/18;4795.13;Calcio
24/12/18;7027.72;Pesca
24/12/18;3070.13;Snowboard
24/12/18;1738.37;Tennis
24/12/18;2183.2;Trekking
25/12/18;953.24;Fitness
25/12/18;2430.72;Pesca
25/12/18;13631.36;Sci
25/12/18;6413.15;Snowboard
26/12/18;1407.07;Bambino
26/12/18;2898.2;Calcio
26/12/18;1637.4;Casual
26/12/18;3520.41;Fitness
26/12/18;18789.44;Pesca
26/12/18;2152.91;Trekking
27/12/18;15465.52;Calcio
27/12/18;9065.74;Casual
27/12/18;2956.05;Fitness
27/12/18;12808.83;Pesca
27/12/18;1910.3;Running
27/12/18;7633.01;Sci
27/12/18;7504.75;Snowboard
28/12/18;380.15;Bambino
28/12/18;764.12;Basket
28/12/18;11204.18;Calcio
28/12/18;46779.43;Casual
28/12/18;7067.02;Fitness
28/12/18;26725.92;Pesca
28/12/18;16743.78;Running
28/12/18;19691.92;Sci
28/12/18;1472.02;Snowboard
28/12/18;3001.9;Tennis
28/12/18;10130.05;Trekking
29/12/18;1222.59;Bambino
29/12/18;9136.15;Calcio
29/12/18;46665.63;Casual
29/12/18;8044.82;Fitness
29/12/18;12045.26;Pesca
29/12/18;5785.48;Running
29/12/18;11873.88;Sci
29/12/18;2128.62;Snowboard
30/12/18;1936.5;Calcio
30/12/18;18300.95;Casual
30/12/18;2101.33;Fitness
30/12/18;26364.87;Pesca
30/12/18;3820.6;Running
30/12/18;9537.86;Sci
30/12/18;7259.14;Snowboard
30/12/18;4680.24;Trekking
31/12/18;9375.48;Calcio
31/12/18;16827.01;Casual
31/12/18;19387.91;Pesca
31/12/18;9462.81;Running
31/12/18;11533.03;Sci
31/12/18;1023.38;Snowboard
31/12/18;2961.78;Trekking
01/01/19;9791.65;Calcio
01/01/19;8661.03;Casual
01/01/19;9225.93;Fitness
01/01/19;25623.67;Pesca
01/01/19;10247.4;Running
01/01/19;7106.32;Sci
01/01/19;7776.29;Tennis
01/01/19;3818.69;Trekking
02/01/19;1144.27;Bambino
02/01/19;13061.54;Calcio
02/01/19;17618.15;Casual
02/01/19;5006.08;Fitness
02/01/19;17704.66;Pesca
02/01/19;12703.5;Running
02/01/19;5196.02;Sci
02/01/19;13410.58;Snowboard
02/01/19;11066.1;Tennis
02/01/19;5711.8;Trekking
03/01/19;10654.83;Calcio
03/01/19;35587.25;Casual
03/01/19;13689.21;Fitness
03/01/19;343.85;Mare
03/01/19;25110.07;Pesca
03/01/19;22740.76;Running
03/01/19;9422.42;Sci
03/01/19;12613.44;Snowboard
03/01/19;7732.89;Trekking
04/01/19;916.94;Bambino
04/01/19;12318.16;Calcio
04/01/19;41820.29;Casual
04/01/19;4935.12;Fitness
04/01/19;27884.92;Pesca
04/01/19;10237.57;Running
04/01/19;6323.64;Sci
04/01/19;9735.16;Snowboard
04/01/19;15268.76;Tennis
04/01/19;4475.29;Trekking
05/01/19;13708.04;Calcio
05/01/19;52603.39;Casual
05/01/19;13626.44;Fitness
05/01/19;380.15;Mare
05/01/19;215.59;Nuoto
05/01/19;53998.72;Pesca
05/01/19;9454.62;Running
05/01/19;25645.78;Sci
05/01/19;33899.64;Snowboard
06/01/19;2345.3;Bambino
06/01/19;29133.99;Calcio
06/01/19;98255.46;Casual
06/01/19;10229.93;Fitness
06/01/19;953.24;Mare
06/01/19;21606.58;Pesca
06/01/19;8828.32;Running
06/01/19;17424.67;Sci
06/01/19;9168.89;Snowboard
06/01/19;3411.25;Tennis
06/01/19;15439.04;Trekking
07/01/19;29142.17;Calcio
07/01/19;63909.91;Casual
07/01/19;11188.9;Fitness
07/01/19;18323.32;Pesca
07/01/19;10656.75;Running
07/01/19;16734.23;Sci
07/01/19;11079.74;Snowboard
07/01/19;11868.42;Tennis
07/01/19;5711.8;Trekking
08/01/19;764.12;Basket
08/01/19;22153.2;Calcio
08/01/19;51933.14;Casual
08/01/19;17619.24;Fitness
08/01/19;418.36;Mare
08/01/19;19496.52;Pesca
08/01/19;9072.56;Running
08/01/19;14566.58;Sci
08/01/19;19285.57;Snowboard
08/01/19;1637.4;Tennis
09/01/19;1394.52;Bambino
09/01/19;518.51;Basket
09/01/19;26796.32;Calcio
09/01/19;33940.57;Casual
09/01/19;242.88;Pattini
09/01/19;48971.09;Pesca
09/01/19;14075.91;Running
09/01/19;4079.86;Sci
09/01/19;19043.23;Snowboard
09/01/19;7159.8;Trekking
10/01/19;19669.27;Calcio
10/01/19;34136.79;Casual
10/01/19;352.04;Danza
10/01/19;3691.52;Fitness
10/01/19;25228.24;Pesca
10/01/19;15937.36;Running
10/01/19;9194.27;Sci
10/01/19;4084.77;Snowboard
11/01/19;29235.78;Calcio
11/01/19;17351.8;Casual
11/01/19;2842.8;Fitness
11/01/19;24891.21;Pesca
11/01/19;9086.21;Running
11/01/19;8459.9;Sci
11/01/19;3068.21;Snowboard
11/01/19;1363.14;Tennis
12/01/19;23605.85;Calcio
12/01/19;26936.87;Casual
12/01/19;7806.03;Fitness
12/01/19;26523.15;Pesca
12/01/19;5197.11;Running
12/01/19;20935.25;Sci
12/01/19;4467.37;Snowboard
12/01/19;5444.36;Trekking
13/01/19;979.98;Arti marziali
13/01/19;12920.72;Bambino
13/01/19;19105.73;Calcio
13/01/19;25247.62;Casual
13/01/19;4876.45;Fitness
13/01/19;1901.84;Mare
13/01/19;1089.42;Nuoto
13/01/19;26372.78;Pesca
13/01/19;7900.46;Running
13/01/19;7297.62;Sci
13/01/19;15416.12;Snowboard
13/01/19;270.17;Subacquea
13/01/19;1637.4;Tennis
13/01/19;4687.06;Trekking
14/01/19;1372.96;Arti marziali
14/01/19;712.27;Basket
14/01/19;25131.63;Calcio
14/01/19;49580.74;Casual
14/01/19;244.52;Ciclismo
14/01/19;3788.4;Fitness
14/01/19;24733.47;Pesca
14/01/19;13534.48;Running
14/01/19;9857.15;Snowboard
14/01/19;729.46;Tennis
14/01/19;8403.41;Trekking
15/01/19;4431.9;Basket
15/01/19;28430.45;Calcio
15/01/19;16907.25;Casual
15/01/19;7211.38;Fitness
15/01/19;600.38;Mare
15/01/19;15806.64;Pesca
15/01/19;19426.66;Running
15/01/19;34806.48;Sci
15/01/19;22959.08;Snowboard
15/01/19;1432.73;Tennis
15/01/19;3271.53;Trekking
16/01/19;32000.8;Calcio
16/01/19;30191.75;Casual
16/01/19;1851.63;Fitness
16/01/19;26091.7;Pesca
16/01/19;2591.19;Running
16/01/19;3234.14;Sci
16/01/19;1526.33;Trekking
17/01/19;3034.65;Bambino
17/01/19;764.12;Basket
17/01/19;22116.91;Calcio
17/01/19;36632.46;Casual
17/01/19;244.52;Ciclismo
17/01/19;7647.75;Fitness
17/01/19;17642.71;Pesca
17/01/19;6602.27;Running
17/01/19;879.28;Sci
17/01/19;10721.42;Snowboard
17/01/19;1773.85;Tennis
17/01/19;2292.36;Trekking
18/01/19;1564.54;Bambino
18/01/19;12879.79;Calcio
18/01/19;20436.66;Casual
18/01/19;4237.86;Fitness
18/01/19;475.66;Mare
18/01/19;17230.36;Pesca
18/01/19;3509.77;Running
18/01/19;5291.8;Sci
18/01/19;1397.25;Snowboard
18/01/19;5971.87;Trekking
19/01/19;14583.78;Calcio
19/01/19;32532.41;Casual
19/01/19;16515.64;Fitness
19/01/19;31915.11;Pesca
19/01/19;4910.02;Running
19/01/19;14944.55;Sci
19/01/19;10131.14;Snowboard
19/01/19;4584.72;Trekking
20/01/19;28160.28;Calcio
20/01/19;19215.71;Casual
20/01/19;3244.78;Fitness
20/01/19;1318.11;Mare
20/01/19;762.21;Nuoto
20/01/19;35344.37;Pesca
20/01/19;4828.97;Running
20/01/19;8084.66;Sci
20/01/19;3070.13;Snowboard
20/01/19;196.49;Tennis
20/01/19;859.64;Trekking
21/01/19;573.09;Bambino
21/01/19;17183.15;Calcio
21/01/19;22527.9;Casual
21/01/19;2482.3;Fitness
21/01/19;873.01;Nuoto
21/01/19;22179.4;Pesca
21/01/19;10203.73;Running
21/01/19;3891.55;Sci
21/01/19;8429.88;Snowboard
22/01/19;7141.79;Calcio
22/01/19;16656.18;Casual
22/01/19;5221.94;Fitness
22/01/19;8303.26;Pesca
22/01/19;4243.6;Running
22/01/19;1637.4;Tennis
23/01/19;2914.57;Bambino
23/01/19;26620.58;Calcio
23/01/19;8459.08;Casual
23/01/19;1694.71;Fitness
23/01/19;16186.52;Pesca
23/01/19;22832.18;Running
23/01/19;6445.9;Sci
23/01/19;3070.13;Snowboard
23/01/19;762.21;Trekking
24/01/19;764.12;Basket
24/01/19;11821.48;Calcio
24/01/19;12069.55;Casual
24/01/19;8224.39;Fitness
24/01/19;30807.14;Pesca
24/01/19;3916.12;Running
24/01/19;4718.44;Tennis
25/01/19;4065.12;Bambino
25/01/19;1623.76;Basket
25/01/19;9444.8;Calcio
25/01/19;7917.92;Casual
25/01/19;4855.71;Fitness
25/01/19;680.89;Mare
25/01/19;29359.13;Pesca
25/01/19;1773.85;Running
25/01/19;5853.71;Sci
25/01/19;6140.25;Snowboard
25/01/19;4202.66;Trekking
26/01/19;3034.65;Bambino
26/01/19;16368.54;Calcio
26/01/19;18546.83;Casual
26/01/19;5335.2;Fitness
26/01/19;2006.36;Nuoto
26/01/19;10431.88;Pesca
26/01/19;2739.92;Running
26/01/19;2816.33;Sci
26/01/19;614.03;Snowboard
26/01/19;466.66;Tennis
27/01/19;2479.57;Bambino
27/01/19;1929.4;Basket
27/01/19;11354.55;Calcio
27/01/19;10608.17;Casual
27/01/19;4093.77;Fitness
27/01/19;8044.27;Pesca
27/01/19;3186.11;Running
27/01/19;19961.27;Sci
27/01/19;6140.25;Snowboard
27/01/19;1335.3;Volley
28/01/19;5881.81;Bambino
28/01/19;7573.52;Calcio
28/01/19;19746.23;Casual
28/01/19;1944.41;Fitness
28/01/19;600.38;Mare
28/01/19;26172.2;Pesca
28/01/19;2864.09;Running
28/01/19;1702.9;Sci
28/01/19;1635.76;Trekking
29/01/19;7803.3;Calcio
29/01/19;2741.55;Casual
29/01/19;4643.94;Pesca
29/01/19;2947.32;Trekking
30/01/19;9214.74;Calcio
30/01/19;10608.44;Casual
30/01/19;6309.45;Fitness
30/01/19;25905.58;Pesca
30/01/19;3356.67;Snowboard
30/01/19;1225.59;Subacquea
31/01/19;15928.35;Calcio
31/01/19;2890.83;Casual
31/01/19;3392.97;Fitness
31/01/19;26907.12;Pesca
31/01/19;12746.61;Running
31/01/19;1027.74;Sci
31/01/19;3586.72;Trekking
01/02/19;1388.24;Bambino
01/02/19;3810.78;Calcio
01/02/19;2563.9;Fitness
01/02/19;19572.39;Pesca
01/02/19;6167.54;Running
01/02/19;17132.66;Sci
01/02/19;109.16;Tennis
01/02/19;1891.2;Trekking
02/02/19;1064.31;Bambino
02/02/19;712.27;Basket
02/02/19;12119.49;Calcio
02/02/19;204.68;Casual
02/02/19;1375.69;Fitness
02/02/19;5131.07;Pesca
02/02/19;9046.64;Running
02/02/19;11598.25;Sci
02/02/19;709.27;Snowboard
02/02/19;785.95;Tennis
03/02/19;13814.2;Calcio
03/02/19;2406.98;Casual
03/02/19;4056.66;Fitness
03/02/19;653.87;Mare
03/02/19;19266.74;Pesca
03/02/19;9018.8;Running
03/02/19;433.91;Sci
03/02/19;11802.93;Snowboard
03/02/19;491.22;Tennis
03/02/19;14410.48;Trekking
04/02/19;3242.05;Bambino
04/02/19;7243.86;Calcio
04/02/19;6400.05;Casual
04/02/19;3024.55;Fitness
04/02/19;924.04;Mare
04/02/19;25271.36;Pesca
04/02/19;8391.68;Running
04/02/19;3375.77;Sci
04/02/19;14859.41;Snowboard
04/02/19;9271.78;Trekking
05/02/19;1719.27;Bambino
05/02/19;18819.18;Calcio
05/02/19;7152.44;Casual
05/02/19;3774.48;Fitness
05/02/19;38394.85;Pesca
05/02/19;7441.98;Running
05/02/19;13024.15;Sci
05/02/19;5790.94;Snowboard
05/02/19;1694.71;Volley
06/02/19;491.22;Bambino
06/02/19;8281.15;Calcio
06/02/19;2072.95;Casual
06/02/19;1906.21;Fitness
06/02/19;31033.37;Pesca
06/02/19;9481.36;Running
06/02/19;3060.3;Sci
06/02/19;1129.81;Snowboard
06/02/19;859.64;Tennis
06/02/19;2865.45;Trekking
07/02/19;8527.85;Calcio
07/02/19;2972.97;Casual
07/02/19;3483.84;Fitness
07/02/19;24554.72;Pesca
07/02/19;3696.43;Running
07/02/19;51.31;Sci
07/02/19;11530.03;Snowboard
07/02/19;1500.95;Tennis
07/02/19;409.35;Volley
08/02/19;14491.81;Calcio
08/02/19;10426.96;Casual
08/02/19;569;Ciclismo
08/02/19;3279.17;Fitness
08/02/19;19620.15;Pesca
08/02/19;2319.65;Running
08/02/19;5711.8;Sci
08/02/19;8096.94;Snowboard
09/02/19;859.64;Bambino
09/02/19;1296.28;Calcio
09/02/19;3624.93;Casual
09/02/19;2314.19;Fitness
09/02/19;600.38;Mare
09/02/19;12229.74;Pesca
09/02/19;7750.36;Running
09/02/19;6028.36;Sci
09/02/19;4639.3;Snowboard
10/02/19;7765.1;Calcio
10/02/19;17391.1;Casual
10/02/19;3412.07;Fitness
10/02/19;840.53;Mare
10/02/19;17820.1;Pesca
10/02/19;8238.85;Running
10/02/19;485.76;Sci
10/02/19;611.57;Skateboard
10/02/19;3138.35;Snowboard
10/02/19;1594.83;Trekking
11/02/19;23408;Calcio
11/02/19;5275.7;Casual
11/02/19;1700.17;Fitness
11/02/19;487.13;Mare
11/02/19;2207.49;Nuoto
11/02/19;485.76;Pattini
11/02/19;15168.33;Pesca
11/02/19;5715.89;Running
11/02/19;14597.42;Sci
11/02/19;9016.62;Snowboard
11/02/19;1526.33;Tennis
11/02/19;2589;Trekking
12/02/19;653.32;Bambino
12/02/19;10929.92;Calcio
12/02/19;16642.26;Casual
12/02/19;3269.34;Fitness
12/02/19;16289.4;Pesca
12/02/19;5314.73;Running
12/02/19;614.03;Snowboard
13/02/19;11859.96;Calcio
13/02/19;12248.57;Casual
13/02/19;3955.41;Fitness
